Barcode,Client Barcode
260000137232,720500426022
260000137231,720500426021
260000137230,720500426020
260000137229,100800162382
260000137228,130400126004
260000137227,130400126003
260000137226,720200226084
260000137225,720200226083
260000137224,720200226082
260000137223,720200226081
260000137222,640100226134
260000137221,320200426089
260000137220,320200426088
260000137219,320200426087
260000137218,640100526027
260000137217,720200226080
260000137215,720200226079
260000137214,210100326005
260000137213,120100226020
260000137212,420200226076
260000137211,640100326614
260000137210,640100326613
260000137209,640100326612
260000137208,640100326611
260000137207,640100326610
260000137206,640100326609
260000137205,310100126028
260000137204,640100326608
260000137203,640100326607
260000137202,620100126555
260000137201,640100326606
260000137200,640100326605
260000137199,620100126554
260000137198,640100326604
260000137197,620100126553
260000137196,620100126552
260000137195,620100126551
260000137193,640100326603
260000137192,620100126550
260000137191,640100326602
260000137190,420500126016
260000137189,420500126015
260000137188,420500126017
260000137187,420500126014
260000137186,640100326601
260000137185,640100326600
260000137184,640100326599
260000137183,640100326598
260000137182,640100326597
260000137181,640100326596
260000137180,640100326595
260000137179,640100326594
260000137178,640100326593
260000137177,640100326592
260000137176,640100326591
260000137175,640100326590
260000137174,640100326589
260000137173,130601026050
260000137172,130700226022
260000137171,130700226021
260000137170,130700226020
260000137169,220100226041
260000137168,130700226019
260000137166,640100326588
260000137165,640100326587
260000137164,640100326586
260000137163,640100326585
260000137162,640100326584
260000137161,640100326583
260000137160,640100326582
260000137159,640100326581
260000137158,810100126119
260000137157,640100326580
260000137155,610200426197
260000137154,640100226133
260000137153,610200426196
260000137152,640100226132
260000137151,810200326009
260000137150,640100226131
260000137149,640100226130
260000137148,640100226129
260000137147,640100226128
260000137146,640100226127
260000137145,640100226126
260000137144,640100226125
260000137143,640100226124
260000137142,640100226123
260000137141,610200126104
260000137140,720200226078
260000137139,610200126103
260000137138,720200226077
260000137137,610200126102
260000137136,720200226076
260000137135,610200126101
260000137134,110200126009
260000137133,110200326022
260000137132,610200126100
260000137131,720200226075
260000137130,420500226003
260000137129,720500426019
260000137128,720500426018
260000137127,720500426017
260000137126,720500426016
260000137125,720500426015
260000137124,720200226074
260000137123,720200226073
260000137122,511000126024
260000137121,610200126099
260000137119,720200226072
260000137117,610200126098
260000137116,511000126023
260000137115,130600826022
260000137114,210100226055
260000137112,210100226054
260000137111,148000114551
260000137108,810100126118
260000137107,810100126117
260000137106,511200126002
260000137105,810100126116
260000137104,610200426195
260000137103,510100126030
260000137102,810100126115
260000137101,610200126096
260000137100,510100326027
260000137099,510100326026
260000137098,810100126043
260000137097,130600726009
260000137095,511000126022
260000137094,160100126017
260000137093,511000126021
260000137092,610200126095
260000137091,160100126016
260000137089,610200126094
260000137088,140100326081
260000137085,160100326007
260000137084,160100326006
260000137083,130600726007
260000137082,130600726006
260000137081,140100326080
260000137079,140100326079
260000137078,630200226017
260000137076,630200226016
260000137075,520200126143
260000137074,630200226015
260000137073,520200126142
260000137072,520200126141
260000137071,520200126140
260000137070,640100226121
260000137069,160100326005
260000137068,630200126036
260000137067,610300426045
260000137066,630200226014
260000137065,610200126093
260000137064,610200426194
260000137063,610200426193
260000137062,610200426192
260000137061,610200426191
260000137060,610200426190
260000137059,610200426189
260000137058,810200226012
260000137057,610300426044
260000137056,610200426188
260000137055,630200126035
260000137054,610200426187
260000137053,220500126059
260000137052,610200426186
260000137051,610200426185
260000137050,630100226011
260000137049,610200426184
260000137048,610200426183
260000137046,620100126549
260000137045,420100126015
260000137044,220500226070
260000137043,620100126548
260000137042,620100126540
260000137041,620100126539
260000137039,620100126538
260000137038,620100126537
260000137037,620100126536
260000137036,620100126535
260000137035,620100226338
260000137034,510200226026
260000137033,160100326003
260000137032,520200126139
260000137031,620100226337
260000137030,640100126585
260000137029,640100126584
260000137028,160100326004
260000137026,620100226336
260000137025,620100126534
260000137024,160100426012
260000137023,160100426011
260000137022,620100126533
260000137021,320200126010
260000137019,160100426010
260000137018,160100426009
260000137017,130700226018
260000137016,210100226053
260000137015,110100126011
260000137014,130600126022
260000137013,210100226052
260000137011,510700126099
260000137010,640100126582
260000137009,640100126581
260000137008,640100126580
260000137007,640100126579
260000137006,640100126578
260000137005,640100126577
260000137004,640100126576
260000137003,640100126575
260000137002,640100126574
260000137001,640100126573
260000137000,640100126572
260000136999,640100126571
260000136998,640100126570
260000136997,510700126098
260000136996,510700126097
260000136995,640100126569
260000136994,640100126568
260000136993,640100126567
260000136992,640100126566
260000136991,810100226155
260000136990,610200226093
260000136989,510700126096
260000136988,610200226092
260000136987,610200226091
260000136986,510700126095
260000136985,610200226090
260000136984,510700126094
260000136983,610200226089
260000136982,520200126138
260000136981,630200126034
260000136980,610200226088
260000136979,130601026049
260000136978,610200226087
260000136977,610200226086
260000136976,610200226085
260000136975,610200226084
260000136974,610200226083
260000136973,510900126008
260000136972,610200226082
260000136971,610200226081
260000136970,510700126093
260000136969,610200226080
260000136968,520200126137
260000136967,520200126136
260000136965,510700126092
260000136964,520200126135
260000136963,160100426008
260000136962,160100426007
260000136961,160100426006
260000136960,510700126091
260000136959,520200126134
260000136958,610200226079
260000136957,160100426005
260000136956,510900126007
260000136955,160100426004
260000136954,100955244022
260000136953,610200226078
260000136952,160100426003
260000136951,610200226077
260000136950,160100426002
260000136949,610200226076
260000136948,610200226075
260000136947,610200226074
260000136946,610200226073
260000136945,520200126133
260000136943,520200126132
260000136942,110300326026
260000136941,110300326025
260000136939,610200226072
260000136938,610200226071
260000136937,520200126131
260000136935,610200226070
260000136934,610200126092
260000136932,610200126091
260000136931,610200126090
260000136930,160100126015
260000136929,160100126014
260000136928,610200126089
260000136927,510700226001
260000136926,160100126013
260000136925,160100426001
260000136924,610200226069
260000136923,510200226025
260000136922,610200226068
260000136921,511000126020
260000136920,830100126003
260000136919,510800126015
260000136918,510800126014
260000136917,510800126013
260000136916,640100126565
260000136914,510700126090
260000136912,640100126564
260000136911,640100126563
260000136910,640100126562
260000136909,130600326014
260000136908,520200126130
260000136907,520200126129
260000136906,123400231538
260000136905,630200126033
260000136904,130600326013
260000136903,120100226019
260000136902,120100226018
260000136901,410200226008
260000136900,710200326004
260000136899,520200126128
260000136898,630200126032
260000136897,520200126127
260000136896,630200126031
260000136895,520200126126
260000136894,420300226011
260000136893,130200126009
260000136892,130600326012
260000136891,420300226010
260000136890,130600326011
260000136889,420300226009
260000136888,220200426022
260000136887,420300226008
260000136886,130600326010
260000136885,420300226007
260000136884,220400126010
260000136883,420200426007
260000136882,220200426023
260000136881,520200126124
260000136880,420200426006
260000136879,420100126014
260000136878,230100126098
260000136877,420100126013
260000136876,230100126097
260000136875,420300226006
260000136874,420300226005
260000136873,420300226004
260000136872,230100126096
260000136871,230100126095
260000136870,810100326074
260000136869,420300226003
260000136868,420200426005
260000136867,230100126094
260000136866,420200426004
260000136865,230100126093
260000136864,630200126030
260000136863,130100226015
260000136861,630200126029
260000136860,130100226014
260000136859,130100226013
260000136858,130600826020
260000136857,610300326164
260000136856,130600826019
260000136855,610300326163
260000136854,610300326162
260000136853,610300326161
260000136852,130100226012
260000136851,230100226094
260000136849,230100226093
260000136848,230100226092
260000136847,610100126025
260000136846,520200126125
260000136845,510700126089
260000136844,230100226091
260000136843,610100126024
260000136842,510700126088
260000136841,610100126023
260000136840,510700126087
260000136839,510700126086
260000136838,510700126085
260000136835,510700126084
260000136834,510700126083
260000136832,630200126028
260000136831,130600926016
260000136830,130600926015
260000136829,710100126037
260000136828,810100326073
260000136827,810100326070
260000136826,510700126082
260000136825,230100226090
260000136824,230100226089
260000136823,510700126081
260000136822,230100226088
260000136821,230100226087
260000136820,510700126080
260000136819,710300326203
260000136818,510700126079
260000136817,230100226086
260000136816,230100226085
260000136815,510700126078
260000136814,230100226084
260000136813,230100226083
260000136812,230100226082
260000136810,610200326047
260000136809,230100226081
260000136808,230100226080
260000136807,230100226079
260000136806,610200326046
260000136805,610200326045
260000136804,230100226078
260000136803,610200126088
260000136802,230100226077
260000136801,610200226067
260000136800,610200126087
260000136799,610200126086
260000136798,520200126123
260000136797,230100226076
260000136796,520200126122
260000136795,320100126049
260000136794,230100226075
260000136793,520200126121
260000136792,520200126120
260000136791,230100226074
260000136790,130601026048
260000136789,520200126119
260000136788,230100226073
260000136787,130601026047
260000136786,130601026046
260000136785,510800126012
260000136784,610200226066
260000136783,510700126077
260000136782,130601026045
260000136781,640100126561
260000136780,230100226072
260000136779,510700126076
260000136778,101950242367
260000136776,230100226071
260000136775,610200326044
260000136774,101950242366
260000136773,510700126075
260000136772,230100226070
260000136771,620100126547
260000136770,101950242365
260000136769,620100126546
260000136768,510700126074
260000136767,101950242364
260000136765,620100126545
260000136764,510700126073
260000136763,620100126544
260000136762,230100226069
260000136761,130601026044
260000136760,620100126543
260000136759,620100126542
260000136758,230100226068
260000136757,130601026043
260000136756,510100126029
260000136755,620100126532
260000136754,101950242363
260000136753,230100226067
260000136752,610300326160
260000136751,510700126072
260000136750,101950242362
260000136747,610300326159
260000136746,101950242361
260000136745,230100226066
260000136744,510200226024
260000136743,520200126118
260000136742,620100126531
260000136741,620100126541
260000136740,130601026042
260000136739,230100226065
260000136738,610300326158
260000136737,510200226023
260000136736,610300326157
260000136735,110400126004
260000136734,610300326156
260000136733,610200426182
260000136732,620100126530
260000136730,620100126529
260000136729,620100126528
260000136728,620100126526
260000136727,520200126117
260000136726,620100126527
260000136725,620100126525
260000136724,510700126071
260000136723,510700126070
260000136722,510700126069
260000136721,510700126068
260000136720,620100126524
260000136719,620100126523
260000136718,510700126067
260000136717,110300426007
260000136716,810100326066
260000136715,810100326065
260000136714,810200526046
260000136713,130600326009
260000136712,810100326064
260000136711,510700126066
260000136710,130600326008
260000136709,510700126065
260000136707,710300326202
260000136706,710200126082
260000136705,710300326201
260000136704,510700126064
260000136703,510700126063
260000136702,320200426086
260000136701,510700126062
260000136700,320200426085
260000136699,620100126522
260000136698,320200426084
260000136697,620100126521
260000136696,320200426083
260000136695,620100126520
260000136694,620100126519
260000136693,320200426082
260000136692,510700126061
260000136691,430400126005
260000136690,320200426081
260000136689,510700126060
260000136688,820200126014
260000136687,620100126518
260000136685,510700126059
260000136684,110200326021
260000136683,510700126058
260000136682,810200526045
260000136681,320200426080
260000136679,620100126517
260000136678,810100226154
260000136677,110200126008
260000136675,610300326155
260000136674,110200326020
260000136673,520200126116
260000136672,610300326154
260000136671,610300326153
260000136670,610300326152
260000136669,510700126057
260000136668,520200126115
260000136667,810100226153
260000136666,520200126114
260000136664,810100226152
260000136663,710200126081
260000136662,710200126080
260000136661,710200126079
260000136660,710200126078
260000136659,710200126077
260000136658,710200126076
260000136657,710200126075
260000136656,710200126074
260000136655,710200126073
260000136654,710200126072
260000136653,710200126071
260000136652,710200126070
260000136651,710200126069
260000136650,710200126068
260000136649,110300326024
260000136647,110300326023
260000136645,320200426079
260000136644,320200426078
260000136643,110200326019
260000136642,210300126005
260000136641,220100126092
260000136640,220100126091
260000136639,220100126090
260000136638,210300126004
260000136637,210300126003
260000136636,130600926013
260000136635,130600926012
260000136634,220100126089
260000136633,220100126088
260000136632,130600926011
260000136631,220100126087
260000136628,220100126086
260000136625,130600926010
260000136624,110200326018
260000136623,620100126516
260000136622,220100126085
260000136621,810100226151
260000136618,620100126515
260000136617,510700126056
260000136615,620100126514
260000136612,130600426002
260000136611,510700126055
260000136610,510700126054
260000136608,620100126513
260000136607,630200126027
260000136606,410100126035
260000136605,510700126053
260000136604,630200226013
260000136603,410100126034
260000136602,620100126512
260000136601,620100126511
260000136600,210300126002
260000136599,420100226038
260000136598,620100126510
260000136597,620100126509
260000136595,510900226001
260000136594,620100126508
260000136593,130700426015
260000136592,130700426014
260000136591,620100126507
260000136590,620100126506
260000136589,130700426013
260000136588,620100126505
260000136587,620100126504
260000136585,620100126503
260000136584,620100126502
260000136583,620100126501
260000136582,620100126500
260000136581,620100126499
260000136580,620100126498
260000136579,620100126497
260000136578,620100126496
260000136577,620100126495
260000136576,510700126052
260000136575,630200226012
260000136573,210100226051
260000136572,210100326004
260000136571,210100226047
260000136570,210100226049
260000136569,210100226050
260000136567,210100226048
260000136556,210100126050
260000136555,640100126560
260000136554,220200526093
260000136553,220200526092
260000136552,220200526091
260000136551,510300226016
260000136550,510300226015
260000136549,510300226014
260000136548,120100226017
260000136547,130600526013
260000136546,810200226011
260000136545,710200126067
260000136544,100123242134
260000136543,610300326151
260000136542,610300326150
260000136541,610300326149
260000136540,610300326148
260000136539,130600526012
260000136538,130600526011
260000136537,220200526090
260000136536,810100126042
260000136535,220200526089
260000136534,810200526044
260000136533,810100126041
260000136532,430100126011
260000136531,610300326147
260000136530,610300326146
260000136529,640100126559
260000136528,430100126013
260000136527,610300326145
260000136526,430100126012
260000136525,640100126558
260000136524,220200526088
260000136523,220200526087
260000136522,640100126557
260000136521,220200526086
260000136520,220200526085
260000136519,220200526084
260000136518,220200526083
260000136517,220200526082
260000136516,220200526081
260000136515,220200526080
260000136514,220200526079
260000136513,220200526078
260000136512,220200526077
260000136511,220200526076
260000136510,610200426181
260000136509,220200526075
260000136508,220200526074
260000136507,810200526043
260000136506,810200526042
260000136505,810200526041
260000136504,510200326005
260000136503,610100326143
260000136502,810100226150
260000136501,610100326142
260000136500,610100326141
260000136499,830200126021
260000136498,220200226032
260000136497,620100126494
260000136496,610200426180
260000136495,510100326025
260000136494,510100326024
260000136493,610200426179
260000136492,610200426178
260000136491,610200426177
260000136490,610200426176
260000136488,610200426175
260000136487,810100126040
260000136486,610200426174
260000136485,610200426173
260000136483,610200426172
260000136482,610200426171
260000136481,610200426170
260000136480,610200426169
260000136479,610200426168
260000136478,610200426167
260000136477,610200426166
260000136476,610200426165
260000136475,610200426164
260000136474,610200426163
260000136473,620100126493
260000136471,610200426162
260000136470,620100126492
260000136469,610200426161
260000136468,610200426160
260000136467,610200426159
260000136466,620100126491
260000136465,610200426158
260000136464,810100126039
260000136463,210100126049
260000136462,210100126048
260000136461,110100226004
260000136459,210100126047
260000136458,210100126046
260000136457,210100126045
260000136456,210100126044
260000136455,210100126043
260000136454,210100126042
260000136453,210100126041
260000136452,210100126040
260000136451,210100126039
260000136450,220500326035
260000136449,220500326034
260000136448,210200126005
260000136447,220500226069
260000136446,220100126084
260000136445,220100126083
260000136444,220100126082
260000136443,310100126027
260000136442,220100126081
260000136441,310100126026
260000136440,220100126080
260000136438,220500226068
260000136437,220500226067
260000136436,220500326033
260000136435,210200226013
260000136434,220400226030
260000136433,220400226029
260000136432,310100126025
260000136431,320200126009
260000136430,420300126026
260000136429,320200126008
260000136428,420100426006
260000136427,420100426005
260000136426,220100126079
260000136425,140100226006
260000136423,510300126058
260000136422,720400126030
260000136421,720400126029
260000136420,720400126028
260000136419,220300126036
260000136418,220300126035
260000136417,220300126034
260000136416,220300126033
260000136415,110200326017
260000136414,140100226005
260000136413,110100426004
260000136412,140100226004
260000136410,830200126020
260000136409,810100326062
260000136408,510300226013
260000136407,710100126036
260000136406,420200326003
260000136405,511000126019
260000136404,510800126011
260000136401,510800126010
260000136400,510800126009
260000136398,510800126008
260000136396,220500226066
260000136395,610400126033
260000136394,610400126032
260000136393,220500526001
260000136392,320100126048
260000136391,640100126556
260000136390,610300326136
260000136389,610400126031
260000136388,620100126490
260000136387,610400126030
260000136386,610400126029
260000136385,620100126489
260000136384,620100126488
260000136383,610400126028
260000136382,620100126487
260000136381,320100126047
260000136380,620100126486
260000136379,620100126485
260000136378,620100126484
260000136377,610400126027
260000136376,620100126483
260000136375,620100126482
260000136373,510200226022
260000136372,610400126026
260000136371,610200426157
260000136370,610200426156
260000136369,610200426155
260000136368,610200426154
260000136366,610400126025
260000136365,510300126057
260000136364,610200426153
260000136363,610200426152
260000136362,610200426151
260000136361,610300326135
260000136360,510200226021
260000136359,210100326003
260000136358,510200226020
260000136357,640100526026
260000136356,610200426150
260000136355,710300326200
260000136353,640100126555
260000136352,640100126554
260000136351,640100126553
260000136350,640100126552
260000136349,610400126024
260000136348,640100126551
260000136347,610400126023
260000136346,640100126550
260000136345,640100126549
260000136344,640100126548
260000136343,640100126547
260000136342,640100126546
260000136341,640100126545
260000136340,640100126544
260000136339,640100126543
260000136338,630200226011
260000136337,640100126542
260000136335,130600826018
260000136334,640100126541
260000136333,920100126022
260000136332,920100126021
260000136331,920100126020
260000136330,920100126019
260000136329,640100126540
260000136328,420200226075
260000136327,640100126539
260000136326,640100126538
260000136325,640100126537
260000136324,640100126536
260000136323,640100126535
260000136322,640100126534
260000136321,640100126533
260000136320,640100126532
260000136319,640100126531
260000136318,640100126530
260000136317,640100126529
260000136316,640100126528
260000136315,640100126527
260000136314,630200226010
260000136313,210300126001
260000136312,220400226028
260000136311,720500126007
260000136310,720200226071
260000136309,210100226046
260000136308,210100226045
260000136307,210100226044
260000136306,210100226043
260000136305,220500326032
260000136304,210100226042
260000136303,720100426004
260000136301,720100426002
260000136299,810200126055
260000136297,810200226010
260000136296,810100226149
260000136295,720500226007
260000136294,620100226335
260000136293,620100226334
260000136292,210100126038
260000136291,620100226333
260000136290,210100126037
260000136289,620100226332
260000136288,620100226331
260000136287,210100126036
260000136286,620100226330
260000136285,620100226329
260000136284,620100226328
260000136283,620100226327
260000136282,220500126058
260000136281,220500126057
260000136280,220500126056
260000136279,610400126022
260000136278,240100126008
260000136277,610400126021
260000136276,220500126055
260000136275,610400126020
260000136274,720200126044
260000136273,220500126054
260000136272,620100126481
260000136271,220500126053
260000136270,220500126052
260000136269,220500126051
260000136268,620100126480
260000136267,220500126050
260000136266,810100326061
260000136265,620100126479
260000136264,810100326060
260000136263,220300126032
260000136262,220300126031
260000136261,720200126043
260000136260,220300126030
260000136259,810100326059
260000136258,220300126029
260000136257,810100326053
260000136256,810100326052
260000136255,220300126028
260000136254,810100326051
260000136253,810100326050
260000136252,130601126020
260000136251,720200126042
260000136250,220300126027
260000136249,220500126049
260000136248,810200526040
260000136247,810200526039
260000136246,130600826017
260000136245,220500126048
260000136244,130600826016
260000136243,240100226007
260000136242,130600826015
260000136241,130600826014
260000136240,130600826013
260000136239,130600826012
260000136238,130600826011
260000136237,730100526012
260000136236,130600826010
260000136235,130600826009
260000136234,730100526011
260000136233,130600826008
260000136232,130600826007
260000136231,220500226064
260000136230,220500126047
260000136229,220500126046
260000136228,220500126045
260000136227,620100126478
260000136225,620100126477
260000136224,620100126476
260000136223,240100226006
260000136222,620100126475
260000136221,620100126474
260000136220,220300126026
260000136219,620100126473
260000136218,620100126472
260000136217,620100226326
260000136216,620100126471
260000136215,620100226325
260000136214,620100126470
260000136213,620100226324
260000136212,620100126469
260000136211,620100226323
260000136210,220300126025
260000136209,620100226322
260000136208,620100226321
260000136206,620100126467
260000136205,620100226320
260000136204,620100126466
260000136203,620100126465
260000136201,620100126464
260000136200,220500126044
260000136198,220500126043
260000136197,410100226025
260000136196,610100326140
260000136195,810100126158
260000136193,510200126003
260000136192,510200126002
260000136191,140100226003
260000136189,420200226074
260000136188,420200226073
260000136187,310100126024
260000136186,210200126004
260000136183,420200226072
260000136181,810100126157
260000136179,420200126022
260000136178,640100426060
260000136177,640100426059
260000136176,640100426058
260000136175,640100426057
260000136174,640100126526
260000136173,110100226003
260000136172,640100426056
260000136171,640100426055
260000136170,510100126028
260000136169,640100426054
260000136168,640100426053
260000136167,640100426052
260000136166,640100426051
260000136165,640100426050
260000136164,640100426049
260000136162,610100126022
260000136161,610100126021
260000136160,110200326016
260000136158,4800194104970
260000136157,610100126020
260000136156,610100126019
260000136155,640100426048
260000136154,640100426047
260000136153,640100426046
260000136152,640100426045
260000136151,310200526019
260000136149,620100126463
260000136148,620100126462
260000136147,620100226319
260000136146,620100226318
260000136144,620100226317
260000136143,620100226316
260000136142,620100226315
260000136141,620100126461
260000136140,620100126460
260000136139,810100226148
260000136138,620100126459
260000136137,620100226314
260000136136,620100226313
260000136135,620100226312
260000136134,220100126078
260000136133,220100126077
260000136132,620100226311
260000136131,220100226040
260000136130,620100226310
260000136129,510200226019
260000136128,510200226018
260000136127,240100226005
260000136126,320100126046
260000136125,320100126045
260000136124,320100126044
260000136123,320100126043
260000136122,320100126042
260000136121,220500326031
260000136120,220500326030
260000136119,220500226063
260000136118,220500226062
260000136116,210200226012
260000136114,210200226011
260000136113,210200226010
260000136112,130601026041
260000136111,210200226009
260000136110,220400226027
260000136109,130601026040
260000136108,220400226026
260000136107,810100126038
260000136106,220400226025
260000136105,220500226061
260000136104,810100126037
260000136103,810100126036
260000136101,810100126032
260000136100,410100526009
260000136099,410100126033
260000136098,410100126032
260000136097,410100126031
260000136095,710100126035
260000136094,410100126030
260000136093,410100126029
260000136092,420100226036
260000136091,420100226035
260000136090,410100126036
260000136089,510100326023
260000136088,610100326139
260000136087,740200126002
260000136086,740200126001
260000136085,810100126031
260000136084,240100126007
260000136082,240100126006
260000136081,710300126017
260000136080,240100126005
260000136079,710100326086
260000136078,710100326085
260000136077,710100326084
260000136076,240100126004
260000136075,130600926009
260000136074,130600926008
260000136073,130600926014
260000136072,511000126018
260000136071,130600926007
260000136070,511000126017
260000136069,511000126016
260000136068,510100326022
260000136067,510100326021
260000136066,130600926006
260000136065,510100326020
260000136064,130600926005
260000136063,510100126027
260000136062,510500126038
260000136061,130600926004
260000136060,720200126041
260000136059,720200126040
260000136058,510100426001
260000136057,720200126039
260000136056,640100326578
260000136055,640100326577
260000136054,640100326576
260000136053,640100326575
260000136052,511000126015
260000136051,640100326574
260000136050,640100326573
260000136049,511000126014
260000136048,640100326572
260000136047,640100326571
260000136046,511000126013
260000136045,640100326570
260000136044,640100326569
260000136043,640100326568
260000136042,640100326567
260000136041,640100326566
260000136040,511000126012
260000136039,511000126011
260000136038,640100326565
260000136037,640100326564
260000136036,511000126010
260000136035,640100326563
260000136034,640100326562
260000136033,511000126009
260000136032,640100326561
260000136031,640100326560
260000136030,720200126038
260000136029,640100326559
260000136028,720200126037
260000136026,720200126036
260000136025,720200126035
260000136024,640100326557
260000136023,640100326556
260000136022,720200126034
260000136021,640100326558
260000136020,640100326555
260000136019,720200126033
260000136018,640100326554
260000136017,640100326553
260000136016,640100326552
260000136015,640100326551
260000136014,640100326550
260000136013,640100326549
260000136012,220500226060
260000136011,220500126042
260000136010,220400226024
260000136008,220400226023
260000136007,810100126030
260000136006,810100326049
260000136005,810100326048
260000136004,810100226147
260000136003,830200226001
260000136002,810100226146
260000136001,810200126054
260000136000,810200426011
260000135998,510300126056
260000135997,220500226059
260000135996,220500226058
260000135995,220500226057
260000135989,220500226056
260000135988,110200326015
260000135987,420200226071
260000135986,610100326138
260000135985,610100126018
260000135984,710300326199
260000135983,420300126025
260000135982,420300126024
260000135981,420300126023
260000135980,610200226065
260000135979,610100326137
260000135978,610100326136
260000135977,730100426006
260000135976,420200226070
260000135975,820200126013
260000135974,510300226012
260000135973,420100126012
260000135972,710200126066
260000135971,110100126010
260000135970,610200326043
260000135969,610200326042
260000135968,610200326041
260000135967,610200326040
260000135966,220400226022
260000135965,610200326039
260000135964,610200226064
260000135962,610100126017
260000135960,610100126016
260000135959,610100126015
260000135958,610100126014
260000135957,610100226008
260000135956,610100226007
260000135955,220400226021
260000135954,220500326029
260000135953,610100126013
260000135951,220500326028
260000135950,610100126012
260000135949,210200226008
260000135948,620100126458
260000135947,220500226055
260000135946,220500226054
260000135945,210200326005
260000135944,220500226053
260000135943,620100126457
260000135942,620100126456
260000135941,620100126455
260000135940,620100126454
260000135939,620100126453
260000135938,620100126452
260000135937,620100126451
260000135936,620100126450
260000135935,220500226052
260000135934,620100126449
260000135933,130100226011
260000135932,620100226309
260000135931,620100126448
260000135930,220200226031
260000135929,620100126447
260000135928,620100126446
260000135927,620100126445
260000135926,620100126444
260000135925,620100126443
260000135924,610200226063
260000135923,220200526094
260000135922,610200226062
260000135921,620100126442
260000135920,220200526095
260000135919,620100126441
260000135918,610200226061
260000135917,620100126440
260000135916,620100126439
260000135915,220200526073
260000135913,220200526072
260000135912,220200526071
260000135911,220200526070
260000135910,620100126438
260000135909,220200526069
260000135908,720500526028
260000135906,620100126437
260000135905,160100326002
260000135904,160100326001
260000135903,410100126028
260000135902,420100226034
260000135901,420200426003
260000135900,610300426043
260000135899,610300426042
260000135897,610200426149
260000135896,610100226006
260000135895,610200226060
260000135894,610200226059
260000135893,610200426148
260000135892,610200226058
260000135891,620100126436
260000135890,610200226057
260000135889,620100126435
260000135888,620100126434
260000135887,620100126433
260000135886,610200226056
260000135881,620100226308
260000135880,620100126432
260000135879,720500526027
260000135878,620100126431
260000135877,720200226070
260000135876,620100126430
260000135875,720200226069
260000135874,410100126027
260000135873,420100226033
260000135872,420100226032
260000135868,410100126026
260000135867,720200226068
260000135866,720200226067
260000135865,720200226066
260000135864,720200226065
260000135863,520300226024
260000135861,720500126006
260000135860,720200226064
260000135858,720200226063
260000135857,420100426004
260000135856,720200226062
260000135855,620100226307
260000135854,620100226306
260000135853,620100226305
260000135852,620100226304
260000135851,620100126429
260000135850,620100126428
260000135849,720200226061
260000135848,140100326078
260000135847,720200226060
260000135846,720200226059
260000135844,720200226058
260000135843,720200226057
260000135842,720200226056
260000135841,720200226055
260000135840,620100126427
260000135837,720200226054
260000135836,810200426008
260000135835,720500126005
260000135834,720100726008
260000135832,620100126426
260000135831,720100726007
260000135830,720100726006
260000135829,620100126425
260000135828,620100126424
260000135827,620100126423
260000135826,620100126422
260000135825,620100126421
260000135824,620100126420
260000135823,720100726005
260000135822,720100526024
260000135821,720100526023
260000135820,620100126419
260000135819,720100526022
260000135818,620100126418
260000135817,620100126417
260000135815,720100526021
260000135813,720500126004
260000135810,720500126003
260000135809,720100626007
260000135808,720100626006
260000135807,720100126092
260000135806,720100126091
260000135805,720100126090
260000135803,720100126089
260000135802,620100126416
260000135801,720100126088
260000135800,620100126415
260000135799,620100126414
260000135798,620100126413
260000135797,620100126412
260000135796,820200226009
260000135795,620100126411
260000135794,620100126410
260000135793,620100126409
260000135791,720400126027
260000135790,720400126026
260000135789,720400126025
260000135788,430200126054
260000135787,720400126024
260000135786,720400126023
260000135785,720400126022
260000135784,820200226008
260000135783,820200226007
260000135782,170100126001
260000135781,810100226145
260000135780,820200226006
260000135779,820200226005
260000135778,130600726005
260000135777,640100126525
260000135776,640100126524
260000135775,640100126523
260000135774,810100126027
260000135773,511300226001
260000135772,640100126522
260000135771,640100126521
260000135770,640100126520
260000135769,430200126053
260000135768,430200126052
260000135767,430200126051
260000135766,430200126050
260000135765,430200126049
260000135764,430200126048
260000135763,430200126047
260000135761,430200126046
260000135760,210100226041
260000135759,210100226040
260000135758,430200126045
260000135757,210100226039
260000135756,430200126044
260000135755,430200126043
260000135754,430200126042
260000135753,220100326032
260000135752,430200126041
260000135751,220100326031
260000135750,430200126040
260000135749,430200126039
260000135747,430200126038
260000135746,430200126037
260000135745,430200126036
260000135744,430200126035
260000135743,430200126034
260000135742,430200126033
260000135741,430200126032
260000135740,430200126031
260000135739,430200126030
260000135738,720200126032
260000135737,720200126031
260000135736,720200126030
260000135735,720100626005
260000135734,720500626006
260000135733,720500626005
260000135732,720500626004
260000135731,720400126021
260000135730,640100126519
260000135729,720400126020
260000135728,720400126019
260000135727,720400126018
260000135726,640100126518
260000135725,720400126017
260000135724,720500526026
260000135723,720100126087
260000135722,720100126086
260000135721,310100126023
260000135720,720100126085
260000135719,720100126084
260000135718,720100126083
260000135717,720100126082
260000135716,720100526020
260000135715,720100526019
260000135714,620100226303
260000135713,520300226023
260000135712,520300226022
260000135711,520300226021
260000135710,720100526018
260000135708,720400126016
260000135707,740100326011
260000135706,740100326010
260000135705,510200226017
260000135704,720100126081
260000135703,640100126517
260000135701,640100126516
260000135700,640100526025
260000135699,640100126515
260000135698,640100526024
260000135697,640100126514
260000135696,640100526023
260000135695,640100126513
260000135694,640100126512
260000135692,640100126511
260000135691,640100126510
